year,GEOID,NAME,variable,estimate,moe
2005,4748000,"Memphis city, Tennessee",B25001_001,299386,3148
2006,4748000,"Memphis city, Tennessee",B25001_001,294262,3647
2007,4748000,"Memphis city, Tennessee",B25001_001,297383,3353
2008,4748000,"Memphis city, Tennessee",B25001_001,298204,3685
2009,4748000,"Memphis city, Tennessee",B25001_001,309811,3679
2010,47157,"Shelby County, Tennessee",B25001_001,398395,1939
2010,4748000,"Memphis city, Tennessee",B25001_001,293845,3302
2011,47157,"Shelby County, Tennessee",B25001_001,398014,911
2011,4748000,"Memphis city, Tennessee",B25001_001,294145,3322
2012,47157,"Shelby County, Tennessee",B25001_001,399778,804
2012,4748000,"Memphis city, Tennessee",B25001_001,296840,3327
2013,47157,"Shelby County, Tennessee",B25001_001,401161,842
2013,4748000,"Memphis city, Tennessee",B25001_001,297610,2917
2014,47157,"Shelby County, Tennessee",B25001_001,403395,878
2014,4748000,"Memphis city, Tennessee",B25001_001,300637,3089
2015,47157,"Shelby County, Tennessee",B25001_001,404294,995
2015,4748000,"Memphis city, Tennessee",B25001_001,299953,3373
2016,47157,"Shelby County, Tennessee",B25001_001,406023,800
2016,4748000,"Memphis city, Tennessee",B25001_001,303888,3228
2017,47157,"Shelby County, Tennessee",B25001_001,405590,825
2017,4748000,"Memphis city, Tennessee",B25001_001,298121,3353
2018,47157,"Shelby County, Tennessee",B25001_001,406236,842
2018,4748000,"Memphis city, Tennessee",B25001_001,300305,3664
2019,47157,"Shelby County, Tennessee",B25001_001,407303,814
2019,4748000,"Memphis city, Tennessee",B25001_001,301473,4146
2021,47157,"Shelby County, Tennessee",B25001_001,401377,2111
2005,4748000,"Memphis city, Tennessee",B25002_001,299386,3148
2006,4748000,"Memphis city, Tennessee",B25002_001,294262,3647
2007,4748000,"Memphis city, Tennessee",B25002_001,297383,3353
2008,4748000,"Memphis city, Tennessee",B25002_001,298204,3685
2009,4748000,"Memphis city, Tennessee",B25002_001,309811,3679
2010,4748000,"Memphis city, Tennessee",B25002_001,293845,3302
2011,4748000,"Memphis city, Tennessee",B25002_001,294145,3322
2012,4748000,"Memphis city, Tennessee",B25002_001,296840,3327
2013,4748000,"Memphis city, Tennessee",B25002_001,297610,2917
2014,4748000,"Memphis city, Tennessee",B25002_001,300637,3089
2015,4748000,"Memphis city, Tennessee",B25002_001,299953,3373
2016,4748000,"Memphis city, Tennessee",B25002_001,303888,3228
2017,4748000,"Memphis city, Tennessee",B25002_001,298121,3353
2018,4748000,"Memphis city, Tennessee",B25002_001,300305,3664
2019,4748000,"Memphis city, Tennessee",B25002_001,301473,4146
2005,4748000,"Memphis city, Tennessee",B25002_002,261983,4867
2006,4748000,"Memphis city, Tennessee",B25002_002,248836,5436
2007,4748000,"Memphis city, Tennessee",B25002_002,250885,4727
2008,4748000,"Memphis city, Tennessee",B25002_002,244929,4698
2009,4748000,"Memphis city, Tennessee",B25002_002,254006,4635
2010,4748000,"Memphis city, Tennessee",B25002_002,241400,4203
2011,4748000,"Memphis city, Tennessee",B25002_002,245836,4445
2012,4748000,"Memphis city, Tennessee",B25002_002,247478,3642
2013,4748000,"Memphis city, Tennessee",B25002_002,250302,4332
2014,4748000,"Memphis city, Tennessee",B25002_002,250553,3753
2015,4748000,"Memphis city, Tennessee",B25002_002,250324,4428
2016,4748000,"Memphis city, Tennessee",B25002_002,256973,4572
2017,4748000,"Memphis city, Tennessee",B25002_002,246518,4056
2018,4748000,"Memphis city, Tennessee",B25002_002,252517,4720
2019,4748000,"Memphis city, Tennessee",B25002_002,254423,4870
2005,4748000,"Memphis city, Tennessee",B25002_003,37403,4265
2006,4748000,"Memphis city, Tennessee",B25002_003,45426,4128
2007,4748000,"Memphis city, Tennessee",B25002_003,46498,4180
2008,4748000,"Memphis city, Tennessee",B25002_003,53275,4000
2009,4748000,"Memphis city, Tennessee",B25002_003,55805,4135
2010,4748000,"Memphis city, Tennessee",B25002_003,52445,3676
2011,4748000,"Memphis city, Tennessee",B25002_003,48309,3548
2012,4748000,"Memphis city, Tennessee",B25002_003,49362,3543
2013,4748000,"Memphis city, Tennessee",B25002_003,47308,3327
2014,4748000,"Memphis city, Tennessee",B25002_003,50084,3184
2015,4748000,"Memphis city, Tennessee",B25002_003,49629,3767
2016,4748000,"Memphis city, Tennessee",B25002_003,46915,3681
2017,4748000,"Memphis city, Tennessee",B25002_003,51603,3745
2018,4748000,"Memphis city, Tennessee",B25002_003,47788,3300
2019,4748000,"Memphis city, Tennessee",B25002_003,47050,3354
2005,47157,"Shelby County, Tennessee",B25003_001,349193,4217
2005,4748000,"Memphis city, Tennessee",B25003_001,261983,4867
2006,47157,"Shelby County, Tennessee",B25003_001,341666,4934
2006,4748000,"Memphis city, Tennessee",B25003_001,248836,5436
2007,47157,"Shelby County, Tennessee",B25003_001,345332,4313
2007,4748000,"Memphis city, Tennessee",B25003_001,250885,4727
2008,47157,"Shelby County, Tennessee",B25003_001,341589,4520
2008,4748000,"Memphis city, Tennessee",B25003_001,244929,4698
2009,47157,"Shelby County, Tennessee",B25003_001,341189,4888
2009,4748000,"Memphis city, Tennessee",B25003_001,254006,4635
2010,47157,"Shelby County, Tennessee",B25003_001,339014,4232
2010,4748000,"Memphis city, Tennessee",B25003_001,241400,4203
2011,47157,"Shelby County, Tennessee",B25003_001,342041,4105
2011,4748000,"Memphis city, Tennessee",B25003_001,245836,4445
2012,47157,"Shelby County, Tennessee",B25003_001,344327,3742
2012,4748000,"Memphis city, Tennessee",B25003_001,247478,3642
2013,47157,"Shelby County, Tennessee",B25003_001,347320,4245
2013,4748000,"Memphis city, Tennessee",B25003_001,250302,4332
2014,47157,"Shelby County, Tennessee",B25003_001,347377,3554
2014,4748000,"Memphis city, Tennessee",B25003_001,250553,3753
2015,47157,"Shelby County, Tennessee",B25003_001,348067,3950
2015,4748000,"Memphis city, Tennessee",B25003_001,250324,4428
2016,47157,"Shelby County, Tennessee",B25003_001,354666,4263
2016,4748000,"Memphis city, Tennessee",B25003_001,256973,4572
2017,47157,"Shelby County, Tennessee",B25003_001,347221,4060
2017,4748000,"Memphis city, Tennessee",B25003_001,246518,4056
2018,47157,"Shelby County, Tennessee",B25003_001,352648,3767
2018,4748000,"Memphis city, Tennessee",B25003_001,252517,4720
2019,47157,"Shelby County, Tennessee",B25003_001,353950,4012
2019,4748000,"Memphis city, Tennessee",B25003_001,254423,4870
2005,47157,"Shelby County, Tennessee",B25003_002,216658,4373
2005,4748000,"Memphis city, Tennessee",B25003_002,142030,3998
2006,47157,"Shelby County, Tennessee",B25003_002,214995,4802
2006,4748000,"Memphis city, Tennessee",B25003_002,136669,4519
2007,47157,"Shelby County, Tennessee",B25003_002,212851,4804
2007,4748000,"Memphis city, Tennessee",B25003_002,133321,4242
2008,47157,"Shelby County, Tennessee",B25003_002,215557,4623
2008,4748000,"Memphis city, Tennessee",B25003_002,135138,3834
2009,47157,"Shelby County, Tennessee",B25003_002,205236,4749
2009,4748000,"Memphis city, Tennessee",B25003_002,134934,4791
2010,47157,"Shelby County, Tennessee",B25003_002,202588,4541
2010,4748000,"Memphis city, Tennessee",B25003_002,125745,3852
2011,47157,"Shelby County, Tennessee",B25003_002,196972,4713
2011,4748000,"Memphis city, Tennessee",B25003_002,121164,4216
2012,47157,"Shelby County, Tennessee",B25003_002,200856,4236
2012,4748000,"Memphis city, Tennessee",B25003_002,123895,4121
2013,47157,"Shelby County, Tennessee",B25003_002,196818,4386
2013,4748000,"Memphis city, Tennessee",B25003_002,120557,4381
2014,47157,"Shelby County, Tennessee",B25003_002,195455,4744
2014,4748000,"Memphis city, Tennessee",B25003_002,119076,4245
2015,47157,"Shelby County, Tennessee",B25003_002,191315,5101
2015,4748000,"Memphis city, Tennessee",B25003_002,117567,3889
2016,47157,"Shelby County, Tennessee",B25003_002,187543,4372
2016,4748000,"Memphis city, Tennessee",B25003_002,112762,3927
2017,47157,"Shelby County, Tennessee",B25003_002,191676,3768
2017,4748000,"Memphis city, Tennessee",B25003_002,113341,3325
2018,47157,"Shelby County, Tennessee",B25003_002,194127,4485
2018,4748000,"Memphis city, Tennessee",B25003_002,117384,4301
2019,47157,"Shelby County, Tennessee",B25003_002,191812,5163
2019,4748000,"Memphis city, Tennessee",B25003_002,118107,4631
2005,47157,"Shelby County, Tennessee",B25003_003,132535,4634
2005,4748000,"Memphis city, Tennessee",B25003_003,119953,4329
2006,47157,"Shelby County, Tennessee",B25003_003,126671,5073
2006,4748000,"Memphis city, Tennessee",B25003_003,112167,5067
2007,47157,"Shelby County, Tennessee",B25003_003,132481,5298
2007,4748000,"Memphis city, Tennessee",B25003_003,117564,5144
2008,47157,"Shelby County, Tennessee",B25003_003,126032,4303
2008,4748000,"Memphis city, Tennessee",B25003_003,109791,4062
2009,47157,"Shelby County, Tennessee",B25003_003,135953,5355
2009,4748000,"Memphis city, Tennessee",B25003_003,119072,4968
2010,47157,"Shelby County, Tennessee",B25003_003,136426,4504
2010,4748000,"Memphis city, Tennessee",B25003_003,115655,4165
2011,47157,"Shelby County, Tennessee",B25003_003,145069,5313
2011,4748000,"Memphis city, Tennessee",B25003_003,124672,4416
2012,47157,"Shelby County, Tennessee",B25003_003,143471,4517
2012,4748000,"Memphis city, Tennessee",B25003_003,123583,4433
2013,47157,"Shelby County, Tennessee",B25003_003,150502,5025
2013,4748000,"Memphis city, Tennessee",B25003_003,129745,4668
2014,47157,"Shelby County, Tennessee",B25003_003,151922,4431
2014,4748000,"Memphis city, Tennessee",B25003_003,131477,3999
2015,47157,"Shelby County, Tennessee",B25003_003,156752,5836
2015,4748000,"Memphis city, Tennessee",B25003_003,132757,5286
2016,47157,"Shelby County, Tennessee",B25003_003,167123,4783
2016,4748000,"Memphis city, Tennessee",B25003_003,144211,4748
2017,47157,"Shelby County, Tennessee",B25003_003,155545,5155
2017,4748000,"Memphis city, Tennessee",B25003_003,133177,4394
2018,47157,"Shelby County, Tennessee",B25003_003,158521,5413
2018,4748000,"Memphis city, Tennessee",B25003_003,135133,5287
2019,47157,"Shelby County, Tennessee",B25003_003,162138,5328
2019,4748000,"Memphis city, Tennessee",B25003_003,136316,4609
2005,4748000,"Memphis city, Tennessee",B25008_001,642251,10403
2006,4748000,"Memphis city, Tennessee",B25008_001,621667,9906
2007,4748000,"Memphis city, Tennessee",B25008_001,620174,9721
2008,4748000,"Memphis city, Tennessee",B25008_001,619811,10495
2009,4748000,"Memphis city, Tennessee",B25008_001,659283,4054
2010,4748000,"Memphis city, Tennessee",B25008_001,627420,4851
2011,4748000,"Memphis city, Tennessee",B25008_001,636900,2356
2012,4748000,"Memphis city, Tennessee",B25008_001,640009,2159
2013,4748000,"Memphis city, Tennessee",B25008_001,638515,2194
2014,4748000,"Memphis city, Tennessee",B25008_001,641499,2351
2015,4748000,"Memphis city, Tennessee",B25008_001,639052,2687
2016,4748000,"Memphis city, Tennessee",B25008_001,636387,2081
2017,4748000,"Memphis city, Tennessee",B25008_001,637165,2195
2018,4748000,"Memphis city, Tennessee",B25008_001,635969,2261
2019,4748000,"Memphis city, Tennessee",B25008_001,636941,2231
2005,4748000,"Memphis city, Tennessee",B25008_002,363199,12717
2006,4748000,"Memphis city, Tennessee",B25008_002,344435,13360
2007,4748000,"Memphis city, Tennessee",B25008_002,342099,13190
2008,4748000,"Memphis city, Tennessee",B25008_002,347191,10954
2009,4748000,"Memphis city, Tennessee",B25008_002,353446,14922
2010,4748000,"Memphis city, Tennessee",B25008_002,323576,10850
2011,4748000,"Memphis city, Tennessee",B25008_002,316296,12656
2012,4748000,"Memphis city, Tennessee",B25008_002,317419,12517
2013,4748000,"Memphis city, Tennessee",B25008_002,308165,11108
2014,4748000,"Memphis city, Tennessee",B25008_002,300285,10979
2015,4748000,"Memphis city, Tennessee",B25008_002,303844,13653
2016,4748000,"Memphis city, Tennessee",B25008_002,275938,12063
2017,4748000,"Memphis city, Tennessee",B25008_002,297860,10466
2018,4748000,"Memphis city, Tennessee",B25008_002,300609,12650
2019,4748000,"Memphis city, Tennessee",B25008_002,310064,12946
2005,4748000,"Memphis city, Tennessee",B25008_003,279052,12831
2006,4748000,"Memphis city, Tennessee",B25008_003,277232,13021
2007,4748000,"Memphis city, Tennessee",B25008_003,278075,12646
2008,4748000,"Memphis city, Tennessee",B25008_003,272620,10826
2009,4748000,"Memphis city, Tennessee",B25008_003,305837,14625
2010,4748000,"Memphis city, Tennessee",B25008_003,303844,11230
2011,4748000,"Memphis city, Tennessee",B25008_003,320604,12607
2012,4748000,"Memphis city, Tennessee",B25008_003,322590,12479
2013,4748000,"Memphis city, Tennessee",B25008_003,330350,11029
2014,4748000,"Memphis city, Tennessee",B25008_003,341214,10901
2015,4748000,"Memphis city, Tennessee",B25008_003,335208,13692
2016,4748000,"Memphis city, Tennessee",B25008_003,360449,12001
2017,4748000,"Memphis city, Tennessee",B25008_003,339305,10949
2018,4748000,"Memphis city, Tennessee",B25008_003,335360,12624
2019,4748000,"Memphis city, Tennessee",B25008_003,326877,12839
2005,47157,"Shelby County, Tennessee",B25035_001,1973,1
2005,4748000,"Memphis city, Tennessee",B25035_001,1968,2
2006,47157,"Shelby County, Tennessee",B25035_001,1975,2
2006,4748000,"Memphis city, Tennessee",B25035_001,1969,1
2007,47157,"Shelby County, Tennessee",B25035_001,1975,1
2007,4748000,"Memphis city, Tennessee",B25035_001,1969,1
2008,47157,"Shelby County, Tennessee",B25035_001,1975,1
2008,4748000,"Memphis city, Tennessee",B25035_001,1968,1
2009,47157,"Shelby County, Tennessee",B25035_001,1975,1
2009,4748000,"Memphis city, Tennessee",B25035_001,1969,1
2010,47157,"Shelby County, Tennessee",B25035_001,1976,2
2010,4748000,"Memphis city, Tennessee",B25035_001,1970,1
2011,47157,"Shelby County, Tennessee",B25035_001,1975,1
2011,4748000,"Memphis city, Tennessee",B25035_001,1969,2
2012,47157,"Shelby County, Tennessee",B25035_001,1975,1
2012,4748000,"Memphis city, Tennessee",B25035_001,1969,2
2013,47157,"Shelby County, Tennessee",B25035_001,1975,1
2013,4748000,"Memphis city, Tennessee",B25035_001,1969,1
2014,47157,"Shelby County, Tennessee",B25035_001,1974,2
2014,4748000,"Memphis city, Tennessee",B25035_001,1967,2
2015,47157,"Shelby County, Tennessee",B25035_001,1976,2
2015,4748000,"Memphis city, Tennessee",B25035_001,1969,1
2016,47157,"Shelby County, Tennessee",B25035_001,1977,1
2016,4748000,"Memphis city, Tennessee",B25035_001,1971,1
2017,47157,"Shelby County, Tennessee",B25035_001,1975,2
2017,4748000,"Memphis city, Tennessee",B25035_001,1967,1
2018,47157,"Shelby County, Tennessee",B25035_001,1976,1
2018,4748000,"Memphis city, Tennessee",B25035_001,1970,1
2019,47157,"Shelby County, Tennessee",B25035_001,1977,1
2019,4748000,"Memphis city, Tennessee",B25035_001,1971,2
2005,47157,"Shelby County, Tennessee",B25037_001,1974,1
2005,4748000,"Memphis city, Tennessee",B25037_001,1968,1
2006,47157,"Shelby County, Tennessee",B25037_001,1976,2
2006,4748000,"Memphis city, Tennessee",B25037_001,1969,1
2007,47157,"Shelby County, Tennessee",B25037_001,1975,1
2007,4748000,"Memphis city, Tennessee",B25037_001,1969,1
2008,47157,"Shelby County, Tennessee",B25037_001,1976,1
2008,4748000,"Memphis city, Tennessee",B25037_001,1969,2
2009,47157,"Shelby County, Tennessee",B25037_001,1976,1
2009,4748000,"Memphis city, Tennessee",B25037_001,1970,2
2010,47157,"Shelby County, Tennessee",B25037_001,1977,1
2010,4748000,"Memphis city, Tennessee",B25037_001,1970,1
2011,47157,"Shelby County, Tennessee",B25037_001,1976,2
2011,4748000,"Memphis city, Tennessee",B25037_001,1970,1
2012,47157,"Shelby County, Tennessee",B25037_001,1977,2
2012,4748000,"Memphis city, Tennessee",B25037_001,1970,2
2013,47157,"Shelby County, Tennessee",B25037_001,1976,2
2013,4748000,"Memphis city, Tennessee",B25037_001,1969,1
2014,47157,"Shelby County, Tennessee",B25037_001,1976,1
2014,4748000,"Memphis city, Tennessee",B25037_001,1968,1
2015,47157,"Shelby County, Tennessee",B25037_001,1977,1
2015,4748000,"Memphis city, Tennessee",B25037_001,1970,2
2016,47157,"Shelby County, Tennessee",B25037_001,1978,1
2016,4748000,"Memphis city, Tennessee",B25037_001,1971,2
2017,47157,"Shelby County, Tennessee",B25037_001,1976,1
2017,4748000,"Memphis city, Tennessee",B25037_001,1968,2
2018,47157,"Shelby County, Tennessee",B25037_001,1978,2
2018,4748000,"Memphis city, Tennessee",B25037_001,1971,1
2019,47157,"Shelby County, Tennessee",B25037_001,1978,1
2019,4748000,"Memphis city, Tennessee",B25037_001,1971,1
2005,47157,"Shelby County, Tennessee",B25037_002,1975,1
2005,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2006,47157,"Shelby County, Tennessee",B25037_002,1976,1
2006,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2007,47157,"Shelby County, Tennessee",B25037_002,1977,2
2007,4748000,"Memphis city, Tennessee",B25037_002,1965,1
2008,47157,"Shelby County, Tennessee",B25037_002,1977,1
2008,4748000,"Memphis city, Tennessee",B25037_002,1966,1
2009,47157,"Shelby County, Tennessee",B25037_002,1976,1
2009,4748000,"Memphis city, Tennessee",B25037_002,1965,1
2010,47157,"Shelby County, Tennessee",B25037_002,1977,2
2010,4748000,"Memphis city, Tennessee",B25037_002,1967,2
2011,47157,"Shelby County, Tennessee",B25037_002,1977,1
2011,4748000,"Memphis city, Tennessee",B25037_002,1966,2
2012,47157,"Shelby County, Tennessee",B25037_002,1977,1
2012,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2013,47157,"Shelby County, Tennessee",B25037_002,1977,2
2013,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2014,47157,"Shelby County, Tennessee",B25037_002,1977,1
2014,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2015,47157,"Shelby County, Tennessee",B25037_002,1978,1
2015,4748000,"Memphis city, Tennessee",B25037_002,1966,2
2016,47157,"Shelby County, Tennessee",B25037_002,1979,2
2016,4748000,"Memphis city, Tennessee",B25037_002,1966,1
2017,47157,"Shelby County, Tennessee",B25037_002,1977,2
2017,4748000,"Memphis city, Tennessee",B25037_002,1965,2
2018,47157,"Shelby County, Tennessee",B25037_002,1979,2
2018,4748000,"Memphis city, Tennessee",B25037_002,1967,2
2019,47157,"Shelby County, Tennessee",B25037_002,1979,1
2019,4748000,"Memphis city, Tennessee",B25037_002,1967,2
2005,47157,"Shelby County, Tennessee",B25037_003,1973,2
2005,4748000,"Memphis city, Tennessee",B25037_003,1972,2
2006,47157,"Shelby County, Tennessee",B25037_003,1975,1
2006,4748000,"Memphis city, Tennessee",B25037_003,1974,2
2007,47157,"Shelby County, Tennessee",B25037_003,1974,2
2007,4748000,"Memphis city, Tennessee",B25037_003,1972,1
2008,47157,"Shelby County, Tennessee",B25037_003,1974,1
2008,4748000,"Memphis city, Tennessee",B25037_003,1972,1
2009,47157,"Shelby County, Tennessee",B25037_003,1976,1
2009,4748000,"Memphis city, Tennessee",B25037_003,1974,1
2010,47157,"Shelby County, Tennessee",B25037_003,1976,1
2010,4748000,"Memphis city, Tennessee",B25037_003,1973,1
2011,47157,"Shelby County, Tennessee",B25037_003,1976,2
2011,4748000,"Memphis city, Tennessee",B25037_003,1973,1
2012,47157,"Shelby County, Tennessee",B25037_003,1976,1
2012,4748000,"Memphis city, Tennessee",B25037_003,1974,2
2013,47157,"Shelby County, Tennessee",B25037_003,1975,1
2013,4748000,"Memphis city, Tennessee",B25037_003,1972,2
2014,47157,"Shelby County, Tennessee",B25037_003,1974,2
2014,4748000,"Memphis city, Tennessee",B25037_003,1971,2
2015,47157,"Shelby County, Tennessee",B25037_003,1976,2
2015,4748000,"Memphis city, Tennessee",B25037_003,1972,1
2016,47157,"Shelby County, Tennessee",B25037_003,1977,1
2016,4748000,"Memphis city, Tennessee",B25037_003,1975,1
2017,47157,"Shelby County, Tennessee",B25037_003,1975,1
2017,4748000,"Memphis city, Tennessee",B25037_003,1972,2
2018,47157,"Shelby County, Tennessee",B25037_003,1976,1
2018,4748000,"Memphis city, Tennessee",B25037_003,1974,2
2019,47157,"Shelby County, Tennessee",B25037_003,1977,1
2019,4748000,"Memphis city, Tennessee",B25037_003,1974,1
2005,4748000,"Memphis city, Tennessee",B25058_001,525,17
2006,4748000,"Memphis city, Tennessee",B25058_001,515,12
2007,4748000,"Memphis city, Tennessee",B25058_001,550,15
2008,4748000,"Memphis city, Tennessee",B25058_001,573,16
2009,4748000,"Memphis city, Tennessee",B25058_001,570,9
2010,4748000,"Memphis city, Tennessee",B25058_001,578,11
2011,4748000,"Memphis city, Tennessee",B25058_001,591,13
2012,4748000,"Memphis city, Tennessee",B25058_001,594,10
2013,4748000,"Memphis city, Tennessee",B25058_001,618,10
2014,4748000,"Memphis city, Tennessee",B25058_001,624,11
2015,4748000,"Memphis city, Tennessee",B25058_001,628,10
2016,4748000,"Memphis city, Tennessee",B25058_001,642,13
2017,4748000,"Memphis city, Tennessee",B25058_001,664,15
2018,4748000,"Memphis city, Tennessee",B25058_001,660,14
2019,4748000,"Memphis city, Tennessee",B25058_001,703,15
2005,4748000,"Memphis city, Tennessee",B25064_001,683,19
2006,4748000,"Memphis city, Tennessee",B25064_001,680,16
2007,4748000,"Memphis city, Tennessee",B25064_001,719,20
2008,4748000,"Memphis city, Tennessee",B25064_001,756,15
2009,4748000,"Memphis city, Tennessee",B25064_001,745,14
2010,4748000,"Memphis city, Tennessee",B25064_001,781,16
2011,4748000,"Memphis city, Tennessee",B25064_001,785,18
2012,4748000,"Memphis city, Tennessee",B25064_001,797,17
2013,4748000,"Memphis city, Tennessee",B25064_001,800,15
2014,4748000,"Memphis city, Tennessee",B25064_001,834,14
2015,4748000,"Memphis city, Tennessee",B25064_001,826,17
2016,4748000,"Memphis city, Tennessee",B25064_001,857,14
2017,4748000,"Memphis city, Tennessee",B25064_001,863,19
2018,4748000,"Memphis city, Tennessee",B25064_001,863,17
2019,4748000,"Memphis city, Tennessee",B25064_001,923,18
2005,4748000,"Memphis city, Tennessee",B25070_001,119953,4329
2006,4748000,"Memphis city, Tennessee",B25070_001,112167,5067
2007,4748000,"Memphis city, Tennessee",B25070_001,117564,5144
2008,4748000,"Memphis city, Tennessee",B25070_001,109791,4062
2009,4748000,"Memphis city, Tennessee",B25070_001,119072,4968
2010,4748000,"Memphis city, Tennessee",B25070_001,115655,4165
2011,4748000,"Memphis city, Tennessee",B25070_001,124672,4416
2012,4748000,"Memphis city, Tennessee",B25070_001,123583,4433
2013,4748000,"Memphis city, Tennessee",B25070_001,129745,4668
2014,4748000,"Memphis city, Tennessee",B25070_001,131477,3999
2015,4748000,"Memphis city, Tennessee",B25070_001,132757,5286
2016,4748000,"Memphis city, Tennessee",B25070_001,144211,4748
2017,4748000,"Memphis city, Tennessee",B25070_001,133177,4394
2018,4748000,"Memphis city, Tennessee",B25070_001,135133,5287
2019,4748000,"Memphis city, Tennessee",B25070_001,136316,4609
2005,4748000,"Memphis city, Tennessee",B25070_002,2667,882
2006,4748000,"Memphis city, Tennessee",B25070_002,3184,1123
2007,4748000,"Memphis city, Tennessee",B25070_002,1780,677
2008,4748000,"Memphis city, Tennessee",B25070_002,2576,1040
2009,4748000,"Memphis city, Tennessee",B25070_002,2487,902
2010,4748000,"Memphis city, Tennessee",B25070_002,2245,699
2011,4748000,"Memphis city, Tennessee",B25070_002,3623,1524
2012,4748000,"Memphis city, Tennessee",B25070_002,1686,593
2013,4748000,"Memphis city, Tennessee",B25070_002,3686,1147
2014,4748000,"Memphis city, Tennessee",B25070_002,2181,963
2015,4748000,"Memphis city, Tennessee",B25070_002,3541,912
2016,4748000,"Memphis city, Tennessee",B25070_002,3672,919
2017,4748000,"Memphis city, Tennessee",B25070_002,3864,1157
2018,4748000,"Memphis city, Tennessee",B25070_002,3540,1066
2019,4748000,"Memphis city, Tennessee",B25070_002,3989,1352
2005,4748000,"Memphis city, Tennessee",B25070_003,7263,1828
2006,4748000,"Memphis city, Tennessee",B25070_003,6496,1138
2007,4748000,"Memphis city, Tennessee",B25070_003,7221,1682
2008,4748000,"Memphis city, Tennessee",B25070_003,6650,1424
2009,4748000,"Memphis city, Tennessee",B25070_003,8136,1540
2010,4748000,"Memphis city, Tennessee",B25070_003,7322,1511
2011,4748000,"Memphis city, Tennessee",B25070_003,6671,1483
2012,4748000,"Memphis city, Tennessee",B25070_003,7487,1547
2013,4748000,"Memphis city, Tennessee",B25070_003,8325,1399
2014,4748000,"Memphis city, Tennessee",B25070_003,7512,1480
2015,4748000,"Memphis city, Tennessee",B25070_003,10375,1603
2016,4748000,"Memphis city, Tennessee",B25070_003,8799,1561
2017,4748000,"Memphis city, Tennessee",B25070_003,8063,1587
2018,4748000,"Memphis city, Tennessee",B25070_003,7781,1689
2019,4748000,"Memphis city, Tennessee",B25070_003,9803,1801
2005,4748000,"Memphis city, Tennessee",B25070_004,12730,2471
2006,4748000,"Memphis city, Tennessee",B25070_004,14032,2182
2007,4748000,"Memphis city, Tennessee",B25070_004,12398,1864
2008,4748000,"Memphis city, Tennessee",B25070_004,11989,2018
2009,4748000,"Memphis city, Tennessee",B25070_004,9850,1477
2010,4748000,"Memphis city, Tennessee",B25070_004,10779,1890
2011,4748000,"Memphis city, Tennessee",B25070_004,9433,1747
2012,4748000,"Memphis city, Tennessee",B25070_004,12223,2104
2013,4748000,"Memphis city, Tennessee",B25070_004,13481,2193
2014,4748000,"Memphis city, Tennessee",B25070_004,11055,1550
2015,4748000,"Memphis city, Tennessee",B25070_004,14124,2286
2016,4748000,"Memphis city, Tennessee",B25070_004,15755,2047
2017,4748000,"Memphis city, Tennessee",B25070_004,13802,2160
2018,4748000,"Memphis city, Tennessee",B25070_004,13263,2064
2019,4748000,"Memphis city, Tennessee",B25070_004,12649,2272
2005,4748000,"Memphis city, Tennessee",B25070_005,14268,2455
2006,4748000,"Memphis city, Tennessee",B25070_005,11203,1653
2007,4748000,"Memphis city, Tennessee",B25070_005,14518,2295
2008,4748000,"Memphis city, Tennessee",B25070_005,12950,1810
2009,4748000,"Memphis city, Tennessee",B25070_005,12046,2154
2010,4748000,"Memphis city, Tennessee",B25070_005,12500,1978
2011,4748000,"Memphis city, Tennessee",B25070_005,13416,2125
2012,4748000,"Memphis city, Tennessee",B25070_005,12007,2049
2013,4748000,"Memphis city, Tennessee",B25070_005,14096,2084
2014,4748000,"Memphis city, Tennessee",B25070_005,15556,2023
2015,4748000,"Memphis city, Tennessee",B25070_005,12695,1686
2016,4748000,"Memphis city, Tennessee",B25070_005,14435,2036
2017,4748000,"Memphis city, Tennessee",B25070_005,15664,2456
2018,4748000,"Memphis city, Tennessee",B25070_005,11777,2113
2019,4748000,"Memphis city, Tennessee",B25070_005,17525,3133
2005,4748000,"Memphis city, Tennessee",B25070_006,10601,2023
2006,4748000,"Memphis city, Tennessee",B25070_006,10491,1917
2007,4748000,"Memphis city, Tennessee",B25070_006,12787,2336
2008,4748000,"Memphis city, Tennessee",B25070_006,11495,1813
2009,4748000,"Memphis city, Tennessee",B25070_006,11689,1991
2010,4748000,"Memphis city, Tennessee",B25070_006,11904,1627
2011,4748000,"Memphis city, Tennessee",B25070_006,12020,1637
2012,4748000,"Memphis city, Tennessee",B25070_006,10756,1636
2013,4748000,"Memphis city, Tennessee",B25070_006,11819,1897
2014,4748000,"Memphis city, Tennessee",B25070_006,12483,2033
2015,4748000,"Memphis city, Tennessee",B25070_006,13231,1983
2016,4748000,"Memphis city, Tennessee",B25070_006,15264,2359
2017,4748000,"Memphis city, Tennessee",B25070_006,15873,2639
2018,4748000,"Memphis city, Tennessee",B25070_006,13775,1876
2019,4748000,"Memphis city, Tennessee",B25070_006,13621,2474
